CustomerID,LookalikeCustomerID,SimilarityScore
C0037,C0138,0.99724817374836
C0037,C0011,0.9958199567393777
C0038,C0086,0.9996830905080871
C0038,C0030,0.9987129380833477
C0038,C0106,0.9905908003483358
C0039,C0195,0.9841079226825925
C0039,C0169,0.9840071316047204
C0039,C0136,0.9607273892412446
C0040,C0026,0.991137344777251
C0040,C0117,0.985503730433645
C0040,C0066,0.9680480345498841
C0041,C0045,0.999708442122982
C0041,C0153,0.9968146067114065
C0041,C0053,0.9942767472859319
C0042,C0061,0.9959162154636068
C0042,C0178,0.9905717079105526
C0042,C0198,0.9842876098926601
C0043,C0199,0.9939429284840023
C0043,C0177,0.9936133800285887
C0043,C0032,0.9829470780137286
C0044,C0085,0.947146722625977
C0044,C0135,0.9391002639099899
C0044,C0092,0.9059129053798871
C0045,C0041,0.999708442122982
C0045,C0153,0.995472275883873
C0045,C0053,0.9920119342331957
C0046,C0012,0.995026810151476
C0046,C0057,0.994239701361538
C0046,C0105,0.9930485472652812
C0047,C0161,0.9842570850549396
C0047,C0098,0.9836600764945789
C0047,C0147,0.9826044905659521
C0048,C0183,0.9999995986694228
C0048,C0187,0.9993283270757624
C0048,C0107,0.9264497300334261
C0049,C0147,0.9267267328605094
C0049,C0161,0.9119803377061532
C0049,C0098,0.9105871589379416
C0050,C0074,0.9999717910554284
C0050,C0115,0.9992748632921326
C0050,C0007,0.9689702237372947
C0051,C0100,0.9883730502035691
C0051,C0155,0.9867811158834842
C0051,C0023,0.9836061710893221
C0052,C0035,0.9985206120053417
C0052,C0095,0.9894186385928173
C0052,C0063,0.9860765030116346
C0053,C0163,0.9968687531074774
C0053,C0041,0.9942767472859319
C0053,C0045,0.9920119342331957
C0054,C0105,0.9987597963555908
C0054,C0028,0.989156969981349
C0054,C0057,0.9879553887149636
C0055,C0174,0.999631836132579
C0055,C0076,0.9855667273499913
C0055,C0157,0.9707705451870833
C0056,C0189,0.9984626805252265
C0056,C0088,0.9984491444555231
C0056,C0119,0.9922596861454761
C0057,C0028,0.9997278262745878
C0057,C0046,0.994239701361538
C0057,C0105,0.9941790808791995
C0058,C0097,0.9994126277872855
C0058,C0198,0.9963344612127921
C0058,C0128,0.9939714721716049
C0059,C0188,0.999988082482938
C0059,C0013,0.999460324246452
C0059,C0099,0.998776409873256
C0060,C0033,0.9999720004069864
C0060,C0014,0.9993497699228906
C0060,C0150,0.9969014166114957
C0061,C0178,0.9988244640455208
C0061,C0042,0.9959162154636068
C0061,C0198,0.9924989091446162
C0062,C0132,0.9980700827709018
C0062,C0036,0.9975138881110335
C0062,C0112,0.9953018910087745
C0063,C0095,0.9997608097771965
C0063,C0035,0.9934568361556652
C0063,C0140,0.991069594381411
C0064,C0096,0.9628465637335905
C0064,C0171,0.9500254410611463
C0064,C0011,0.9455646862618486
C0065,C0102,0.9995553589498495
C0065,C0104,0.9943919988906358
C0065,C0068,0.9942597560690171
C0066,C0185,0.9862927569401595
C0066,C0040,0.9680480345498841
C0066,C0026,0.9420567788924619
C0067,C0021,0.9909118562467211
C0067,C0108,0.9829274174871061
C0067,C0093,0.9743713765331048
C0068,C0012,0.9985003396252194
C0068,C0065,0.9942597560690171
C0068,C0102,0.9931472354418378
C0069,C0103,0.9979786755102082
C0069,C0001,0.9963114139971576
C0069,C0191,0.996191636456128
C0070,C0176,0.987195223705077
C0070,C0089,0.9842500870548067
C0070,C0144,0.9799388123027363
C0071,C0186,0.995343763970268
C0071,C0077,0.9931865706371144
C0071,C0060,0.9890592035604876
C0072,C0106,0.9986348818060666
C0072,C0086,0.9865217783800528
C0072,C0038,0.982089956448196
C0073,C0110,0.9990800675294562
C0073,C0027,0.9966791774470183
C0073,C0144,0.9961756423680413
C0074,C0050,0.9999717910554284
C0074,C0115,0.9989606843391976
C0074,C0007,0.9707994725996812
C0075,C0004,0.9962137508984765
C0075,C0165,0.9880935351624348
C0075,C0124,0.9820915883703765
C0076,C0157,0.9973897309231895
C0076,C0174,0.9897971290947185
C0076,C0088,0.9869883256689371
C0077,C0071,0.9931865706371144
C0077,C0031,0.9876561558212227
C0077,C0002,0.9847869854010873
C0078,C0130,0.9975218825943803
C0078,C0150,0.9972652611582612
C0078,C0123,0.9946648256995365
C0079,C0006,0.9999338593551031
C0079,C0117,0.9937828355247605
C0079,C0040,0.9623013728327144
C0080,C0020,0.9998730459890207
C0080,C0167,0.9918633265266505
C0080,C0159,0.9888279848281489
C0081,C0179,0.9943219910989202
C0081,C0024,0.9863775358669158
C0081,C0194,0.9828496248135918
C0082,C0087,0.99599910006798
C0082,C0053,0.9896896203935848
C0082,C0143,0.9855093949500049
C0083,C0192,0.9981959910461066
C0083,C0009,0.9882624481095075
C0083,C0032,0.987154596534358
C0084,C0008,0.9904601300094
C0084,C0090,0.9876367393379375
C0084,C0093,0.9765590864729031
C0085,C0078,0.9855647287482002
C0085,C0005,0.9743903996772708
C0085,C0130,0.9738946233796949
C0086,C0038,0.9996830905080871
C0086,C0030,0.9971196356840764
C0086,C0106,0.9937220815293629
C0087,C0143,0.9960974996403476
C0087,C0082,0.99599910006798
C0087,C0153,0.9949455710489408
C0088,C0189,0.999999970311328
C0088,C0056,0.9984491444555231
C0088,C0157,0.9960221829935173
C0089,C0070,0.9842500870548067
C0089,C0110,0.9800857167018444
C0089,C0193,0.9742817112341517
C0090,C0093,0.992411109941616
C0090,C0084,0.9876367393379375
C0090,C0008,0.9830107567709434
C0091,C0136,0.9289644077599049
C0091,C0134,0.9279111664078713
C0091,C0034,0.916206302216233
C0092,C0125,0.9992457345058662
C0092,C0140,0.9960833675288843
C0092,C0135,0.9928668144258925
C0093,C0090,0.992411109941616
C0093,C0021,0.9873540644735758
C0093,C0108,0.9833369591357506
C0094,C0199,0.9802173968301481
C0094,C0121,0.9748855605609876
C0094,C0077,0.9671859731573363
C0095,C0063,0.9997608097771965
C0095,C0035,0.9956192436359993
C0095,C0052,0.9894186385928173
C0096,C0171,0.9990306178682171
C0096,C0011,0.9983169110052734
C0096,C0170,0.9938188695478629
C0097,C0058,0.9994126277872855
C0097,C0198,0.9982354420960594
C0097,C0128,0.9968211304800499
C0098,C0161,0.999989247453557
C0098,C0147,0.9991550899922031
C0098,C0024,0.9871928407504115
C0099,C0104,0.9997844684640576
C0099,C0059,0.998776409873256
C0099,C0188,0.9985230683492029
C0100,C0023,0.9990892614675084
C0100,C0051,0.9883730502035691
C0100,C0155,0.9556610193475888
C0101,C0156,0.9995290342478077
C0101,C0145,0.9987765123133182
C0101,C0173,0.9983579776018785
C0102,C0065,0.9995553589498495
C0102,C0104,0.997099708086796
C0102,C0099,0.9953047629076046
C0103,C0001,0.9997508221712416
C0103,C0164,0.9984814480208136
C0103,C0069,0.9979786755102082
C0104,C0099,0.9997844684640576
C0104,C0059,0.9975344337026177
C0104,C0188,0.9971799260707218
C0105,C0054,0.9987597963555908
C0105,C0028,0.9946544084275636
C0105,C0057,0.9941790808791995
C0106,C0072,0.9986348818060666
C0106,C0086,0.9937220815293629
C0106,C0038,0.9905908003483358
C0107,C0016,0.9832231757510023
C0107,C0183,0.9267865966479978
C0107,C0048,0.9264497300334261
C0108,C0021,0.998503860681557
C0108,C0093,0.9833369591357506
C0108,C0067,0.9829274174871061
C0109,C0113,0.9937006818212173
C0109,C0124,0.9931669475791679
C0109,C0017,0.9901797584427658
C0110,C0073,0.9990800675294562
C0110,C0151,0.9949604909261998
C0110,C0144,0.9926389060594031
C0111,C0160,0.9975413705786728
C0111,C0190,0.9929938282431086
C0111,C0134,0.9667669549005167
C0112,C0036,0.999650391882221
C0112,C0132,0.9993933394727827
C0112,C0159,0.9992508992460173
C0113,C0124,0.9966176254294645
C0113,C0109,0.9937006818212173
C0113,C0017,0.9911287406941052
C0114,C0149,0.9992641426772426
C0114,C0200,0.9986121806615651
C0114,C0138,0.9981242403985412
C0115,C0050,0.9992748632921326
C0115,C0074,0.9989606843391976
C0115,C0007,0.9588561691711218
C0116,C0172,0.9898083340148056
C0116,C0127,0.9805285971000642
C0116,C0019,0.9779421940731468
C0117,C0006,0.9949975988668528
C0117,C0079,0.9937828355247605
C0117,C0040,0.985503730433645
C0118,C0127,0.9938163753541958
C0118,C0154,0.9911174545865667
C0118,C0184,0.9782814346842182
C0119,C0191,0.9972164088480487
C0119,C0056,0.9922596861454761
C0119,C0069,0.9869175648616288
C0120,C0193,0.9993447725741682
C0120,C0129,0.9988609059083424
C0120,C0133,0.9979260380332785
C0121,C0025,0.9901362969890584
C0121,C0199,0.981793223417819
C0121,C0032,0.9760106131731756
C0122,C0155,0.9963053126524812
C0122,C0173,0.9944916662855497
C0122,C0145,0.9943508024560712
C0123,C0015,0.9985844252534567
C0123,C0078,0.9946648256995365
C0123,C0130,0.9936694850740484
C0124,C0113,0.9966176254294645
C0124,C0109,0.9931669475791679
C0124,C0004,0.9824897388991918
C0125,C0092,0.9992457345058662
C0125,C0140,0.9984210197610531
C0125,C0135,0.9874879813038719
C0126,C0067,0.9608320903934677
C0126,C0021,0.9304669019184608
C0126,C0100,0.9303208725823076
C0127,C0118,0.9938163753541958
C0127,C0184,0.9871264595543388
C0127,C0116,0.9805285971000642
C0128,C0198,0.9996148389839679
C0128,C0097,0.9968211304800499
C0128,C0178,0.9949197035052812
C0129,C0133,0.9997522899724989
C0129,C0120,0.9988609059083424
C0129,C0193,0.9967000604664908
C0130,C0150,0.9999936713782244
C0130,C0014,0.9989312934631601
C0130,C0078,0.9975218825943803
C0131,C0005,0.9995372589255568
C0131,C0186,0.9983879950965736
C0131,C0014,0.995870412713745
C0132,C0036,0.9999647953304397
C0132,C0112,0.9993933394727827
C0132,C0062,0.9980700827709018
C0133,C0129,0.9997522899724989
C0133,C0120,0.9979260380332785
C0133,C0193,0.9956122402532899
C0134,C0190,0.9902039090401089
C0134,C0160,0.9823066476792952
C0134,C0111,0.9667669549005167
C0135,C0092,0.9928668144258925
C0135,C0125,0.9874879813038719
C0135,C0140,0.9794939687396728
C0136,C0169,0.9913035596547324
C0136,C0018,0.9625016754268229
C0136,C0039,0.9607273892412446
C0137,C0152,0.9969814576838228
C0137,C0164,0.9947812081660202
C0137,C0001,0.9909011246464317
C0138,C0114,0.9981242403985412
C0138,C0037,0.99724817374836
C0138,C0149,0.9950415815015854
C0139,C0024,0.9975705706128565
C0139,C0194,0.9914909201527735
C0139,C0098,0.985713520771184
C0140,C0125,0.9984210197610531
C0140,C0092,0.9960833675288843
C0140,C0063,0.991069594381411
C0141,C0013,0.9983738566322169
C0141,C0188,0.997117831354062
C0141,C0059,0.9967356136602568
C0142,C0166,0.9972789706659828
C0142,C0197,0.9721358915857254
C0142,C0010,0.9703677068531741
C0143,C0087,0.9960974996403476
C0143,C0153,0.9933804053941572
C0143,C0028,0.9920531460053382
C0144,C0073,0.9961756423680413
C0144,C0027,0.9960215916585315
C0144,C0110,0.9926389060594031
C0145,C0173,0.9999692479613262
C0145,C0101,0.9987765123133182
C0145,C0156,0.9982264543641368
C0146,C0180,0.9967449344953689
C0146,C0009,0.9922967877029858
C0146,C0058,0.9919384321609521
C0147,C0161,0.9992707935018561
C0147,C0098,0.9991550899922031
C0147,C0047,0.9826044905659521
C0148,C0200,0.9998902064111338
C0148,C0182,0.9995847361400965
C0148,C0149,0.9995753510019469
C0149,C0200,0.9998973969464066
C0149,C0148,0.9995753510019469
C0149,C0114,0.9992641426772426
C0150,C0130,0.9999936713782244
C0150,C0014,0.9990894076593186
C0150,C0033,0.9974621410035504
C0151,C0073,0.9954818305150885
C0151,C0110,0.9949604909261998
C0151,C0027,0.9938493194934691
C0152,C0137,0.9969814576838228
C0152,C0164,0.9838567211770537
C0152,C0001,0.9774603348762535
C0153,C0041,0.9968146067114065
C0153,C0045,0.995472275883873
C0153,C0087,0.9949455710489408
C0154,C0118,0.9911174545865667
C0154,C0184,0.9821510197939968
C0154,C0127,0.9793211371531073
C0155,C0122,0.9963053126524812
C0155,C0022,0.9917127456675208
C0155,C0173,0.9905066477317472
C0156,C0101,0.9995290342478077
C0156,C0145,0.9982264543641368
C0156,C0173,0.997795500326633
C0157,C0076,0.9973897309231895
C0157,C0088,0.9960221829935173
C0157,C0189,0.9960004406414799
C0158,C0044,0.8417836261600693
C0158,C0042,0.7987308942975159
C0158,C0180,0.7911721153684733
C0159,C0112,0.9992508992460173
C0159,C0036,0.9978783270421575
C0159,C0132,0.9972968922230881
C0160,C0190,0.9988335199446594
C0160,C0111,0.9975413705786728
C0160,C0134,0.9823066476792952
C0161,C0098,0.999989247453557
C0161,C0147,0.9992707935018561
C0161,C0024,0.9864429208903363
C0162,C0175,0.9934514119355214
C0162,C0017,0.9902818502614176
C0162,C0101,0.9794028762017737
C0163,C0053,0.9968687531074774
C0163,C0041,0.9859102322501252
C0163,C0045,0.9837122600513458
C0164,C0001,0.9994623722507264
C0164,C0103,0.9984814480208136
C0164,C0137,0.9947812081660202
C0165,C0075,0.9880935351624348
C0165,C0004,0.9810524888924469
C0165,C0153,0.9790909575340317
C0166,C0142,0.9972789706659828
C0166,C0197,0.9867327969568691
C0166,C0010,0.9686465079540801
C0167,C0159,0.9962991016683345
C0167,C0007,0.992731437427933
C0167,C0112,0.9922264063626066
C0168,C0196,0.9997464538465506
C0168,C0079,0.9510831063953505
C0168,C0006,0.9474670854551517
C0169,C0136,0.9913035596547324
C0169,C0039,0.9840071316047204
C0169,C0018,0.9577379759833236
C0170,C0037,0.9992685867574318
C0170,C0011,0.9985843552436684
C0170,C0171,0.9977423858376154
C0171,C0011,0.999902114197636
C0171,C0096,0.9990306178682171
C0171,C0170,0.9977423858376154
C0172,C0019,0.9947989606456467
C0172,C0116,0.9898083340148056
C0172,C0191,0.9624752013371268
C0173,C0145,0.9999692479613262
C0173,C0101,0.9983579776018785
C0173,C0156,0.997795500326633
C0174,C0055,0.999631836132579
C0174,C0076,0.9897971290947185
C0174,C0157,0.976925286496656
C0175,C0162,0.9934514119355214
C0175,C0156,0.9930311925958067
C0175,C0017,0.9923246615448003
C0176,C0003,0.996972996652657
C0176,C0070,0.987195223705077
C0176,C0144,0.9766760585116826
C0177,C0178,0.9937475962360013
C0177,C0043,0.9936133800285887
C0177,C0128,0.9917042384984764
C0178,C0061,0.9988244640455208
C0178,C0198,0.9951120788588124
C0178,C0128,0.9949197035052812
C0179,C0081,0.9943219910989202
C0179,C0194,0.9866876294189265
C0179,C0024,0.9793070703398202
C0180,C0146,0.9967449344953689
C0180,C0058,0.986911083453983
C0180,C0009,0.9858807630383194
C0181,C0008,0.9090000506227606
C0181,C0084,0.9003828073171798
C0181,C0049,0.8956298589774558
C0182,C0148,0.9995847361400965
C0182,C0200,0.9990479924046475
C0182,C0149,0.9983205794139975
C0183,C0048,0.9999995986694228
C0183,C0187,0.9992950947918415
C0183,C0107,0.9267865966479978
C0184,C0127,0.9871264595543388
C0184,C0154,0.9821510197939968
C0184,C0118,0.9782814346842182
C0185,C0066,0.9862927569401595
C0185,C0089,0.9666304653800573
C0185,C0040,0.9515805117907081
C0186,C0131,0.9983879950965736
C0186,C0005,0.9961995386096014
C0186,C0060,0.9958707500734733
C0187,C0048,0.9993283270757624
C0187,C0183,0.9992950947918415
C0187,C0107,0.9120334037324
C0188,C0059,0.999988082482938
C0188,C0013,0.9995815765764814
C0188,C0099,0.9985230683492029
C0189,C0088,0.999999970311328
C0189,C0056,0.9984626805252265
C0189,C0157,0.9960004406414799
C0190,C0160,0.9988335199446594
C0190,C0111,0.9929938282431086
C0190,C0134,0.9902039090401089
C0191,C0119,0.9972164088480487
C0191,C0069,0.996191636456128
C0191,C0103,0.9886370659340459
C0192,C0083,0.9981959910461066
C0192,C0032,0.9949392973822238
C0192,C0025,0.9889992841172294
C0193,C0120,0.9993447725741682
C0193,C0129,0.9967000604664908
C0193,C0133,0.9956122402532899
C0194,C0024,0.994756575886725
C0194,C0139,0.9914909201527735
C0194,C0179,0.9866876294189265
C0195,C0039,0.9841079226825925
C0195,C0165,0.9559133451746498
C0195,C0045,0.9537276321832435
C0196,C0168,0.9997464538465506
C0196,C0079,0.9577983429685623
C0196,C0006,0.9544290855999735
C0197,C0133,0.9924442025304603
C0197,C0129,0.9907328288778843
C0197,C0166,0.9867327969568691
C0198,C0128,0.9996148389839679
C0198,C0097,0.9982354420960594
C0198,C0058,0.9963344612127921
C0199,C0043,0.9939429284840023
C0199,C0121,0.981793223417819
C0199,C0094,0.9802173968301481
C0200,C0149,0.9998973969464066
C0200,C0148,0.9998902064111338
C0200,C0182,0.9990479924046475
